Date,Session_Primary_Channel_Group,Sessions,Impressions,Clicks,CTR(%),Conversion_Rate(%),Attributed_Sales,Marketing_Spend,ROAS
2023-09-13,Shopee Ads,129,1419,15,1.06,4.11,136.36,412.06,0.33
2023-09-13,Referral,35,70,3,4.29,4.08,40.92,0.0,0.0
2023-09-13,Lazada Ads,146,2336,22,0.94,2.43,146.27,208.41,0.7
2023-09-13,Paid Search (Google Ads),110,1760,33,1.88,1.99,47.53,408.64,0.12
2023-09-13,Paid Search (Google Ads),53,583,10,1.72,2.62,42.33,244.71,0.17
2023-09-13,Referral,48,96,9,9.38,3.98,33.66,0.0,0.0
2023-09-14,Social (FB/IG),123,1476,40,2.71,2.03,75.35,602.69,0.13
2023-09-14,Lazada Ads,168,2184,63,2.88,4.03,224.94,209.03,1.08
2023-09-15,Direct,57,114,11,9.65,4.01,82.71,0.0,0.0
2023-09-15,Paid Search (Google Ads),65,650,6,0.92,2.6,34.96,260.94,0.13
2023-09-15,Shopee Ads,168,2016,19,0.94,4.07,122.42,875.33,0.14
2023-09-15,Direct,91,273,18,6.59,2.86,78.15,0.0,0.0
2023-09-16,Paid Search (Google Ads),56,840,12,1.43,2.68,29.9,334.91,0.09
2023-09-16,Social (FB/IG),165,2970,66,2.22,2.48,176.7,686.08,0.26
2023-09-16,Referral,50,100,5,5.0,1.51,0.0,0.0,0.0
2023-09-17,Organic Search,70,280,15,5.36,3.4,91.19,0.0,0.0
2023-09-17,Organic Search,109,327,21,6.42,1.53,31.96,0.0,0.0
2023-09-17,Referral,22,88,5,5.68,1.77,0.0,0.0,0.0
2023-09-18,Social (FB/IG),148,1480,41,2.77,4.93,166.03,591.93,0.28
2023-09-18,Lazada Ads,95,1235,7,0.57,3.23,129.78,561.35,0.23
2023-09-18,Lazada Ads,90,1350,27,2.0,4.64,97.36,644.68,0.15
2023-09-19,Referral,58,116,10,8.62,4.91,94.69,0.0,0.0
2023-09-20,Social (FB/IG),93,1581,36,2.28,3.74,84.85,840.63,0.1
2023-09-20,Organic Search,89,267,19,7.12,4.62,155.4,0.0,0.0
2023-09-21,Social (FB/IG),128,2176,62,2.85,4.41,244.79,981.96,0.25
2023-09-21,Lazada Ads,151,2114,37,1.75,2.16,93.16,707.72,0.13
2023-09-21,Lazada Ads,103,1957,34,1.74,2.69,60.87,617.38,0.1
2023-09-21,Referral,28,84,5,5.95,3.7,35.38,0.0,0.0
2023-09-21,Direct,66,264,14,5.3,3.51,56.57,0.0,0.0
2023-09-22,Social (FB/IG),168,1848,13,0.7,1.93,85.47,253.26,0.34
2023-09-23,Referral,44,176,8,4.55,4.75,99.53,0.0,0.0
2023-09-23,Shopee Ads,184,2944,16,0.54,3.54,161.67,236.67,0.68
2023-09-23,Direct,82,246,14,5.69,3.36,65.25,0.0,0.0
2023-09-24,Shopee Ads,125,2125,51,2.4,4.13,101.26,125.79,0.8
2023-09-24,Shopee Ads,197,2364,65,2.75,1.11,84.44,370.11,0.23
2023-09-25,Organic Search,114,456,21,4.61,4.29,88.13,0.0,0.0
2023-09-25,Email,38,114,6,5.26,2.68,21.12,612.86,0.03
2023-09-26,Lazada Ads,157,2355,19,0.81,4.44,276.6,671.3,0.41
2023-09-26,Shopee Ads,152,2128,10,0.47,4.56,204.79,624.49,0.33
2023-09-26,Social (FB/IG),77,1155,11,0.95,2.03,43.22,156.33,0.28
2023-09-26,Lazada Ads,121,1815,50,2.75,4.18,206.66,111.61,1.85
2023-09-26,Social (FB/IG),72,1296,34,2.62,3.03,46.81,787.5,0.06
2023-09-26,Shopee Ads,82,1230,9,0.73,4.56,137.69,168.53,0.82
2023-09-27,Referral,38,152,10,6.58,3.69,34.67,0.0,0.0
2023-09-28,Direct,83,166,19,11.45,2.96,65.86,0.0,0.0
2023-09-29,Referral,26,104,4,3.85,2.69,0.0,0.0,0.0
2023-09-29,Social (FB/IG),75,1125,28,2.49,3.87,81.98,775.67,0.11
2023-10-01,Social (FB/IG),134,1340,38,2.84,1.9,44.46,417.67,0.11
2023-10-02,Email,32,64,6,9.38,3.7,30.57,884.84,0.03
2023-10-02,Email,30,60,3,5.0,4.34,49.21,673.72,0.07
2023-10-03,Lazada Ads,118,2242,60,2.68,2.98,88.21,156.58,0.56
2023-10-03,Direct,93,372,19,5.11,2.63,95.33,0.0,0.0
2023-10-03,Direct,82,164,23,14.02,2.52,64.72,0.0,0.0
2023-10-04,Referral,33,99,4,4.04,2.93,0.0,0.0,0.0
2023-10-04,Organic Search,89,267,9,3.37,4.6,143.26,0.0,0.0
2023-10-05,Email,24,96,3,3.12,4.13,0.0,480.13,0.0
2023-10-05,Social (FB/IG),130,1950,57,2.92,1.59,54.5,590.54,0.09
2023-10-06,Shopee Ads,112,1568,45,2.87,3.59,109.09,299.85,0.36
2023-10-06,Shopee Ads,153,1836,43,2.34,2.0,96.75,556.65,0.17
2023-10-06,Email,16,32,1,3.12,2.89,0.0,731.46,0.0
2023-10-06,Email,17,68,4,5.88,1.0,0.0,899.32,0.0
2023-10-06,Shopee Ads,96,1536,15,0.98,1.82,40.5,948.47,0.04
2023-10-08,Email,35,105,9,8.57,4.27,43.33,991.65,0.04
2023-10-08,Organic Search,87,348,12,3.45,4.41,77.04,0.0,0.0
2023-10-09,Direct,91,273,14,5.13,2.75,75.43,0.0,0.0
2023-10-09,Paid Search (Google Ads),54,972,14,1.44,3.37,38.04,618.16,0.06
2023-10-09,Email,23,46,6,13.04,1.66,0.0,759.14,0.0
2023-10-10,Shopee Ads,169,3211,74,2.3,4.01,139.55,734.99,0.19
2023-10-10,Paid Search (Google Ads),82,1394,24,1.72,2.37,39.37,743.9,0.05
2023-10-11,Lazada Ads,98,1176,23,1.96,3.78,70.15,355.46,0.2
2023-10-12,Organic Search,85,340,19,5.59,4.25,94.13,0.0,0.0
2023-10-12,Lazada Ads,152,1824,48,2.63,3.22,189.98,345.8,0.55
2023-10-12,Shopee Ads,139,2502,17,0.68,1.34,42.88,365.37,0.12
2023-10-12,Paid Search (Google Ads),104,1352,22,1.63,1.98,95.1,917.31,0.1
2023-10-13,Paid Search (Google Ads),73,1168,20,1.71,3.58,82.85,366.96,0.23
2023-10-13,Lazada Ads,129,1935,17,0.88,3.48,103.83,912.64,0.11
2023-10-13,Organic Search,62,186,9,4.84,4.92,144.09,0.0,0.0
2023-10-13,Organic Search,51,204,14,6.86,1.53,0.0,0.0,0.0
2023-10-14,Paid Search (Google Ads),59,1121,19,1.69,2.94,32.18,600.51,0.05
2023-10-14,Social (FB/IG),138,2070,49,2.37,2.1,76.96,805.14,0.1
2023-10-14,Referral,37,74,9,12.16,1.53,0.0,0.0,0.0
2023-10-15,Paid Search (Google Ads),56,616,4,0.65,4.96,94.96,508.8,0.19
2023-10-16,Social (FB/IG),102,1122,13,1.16,4.02,112.61,314.1,0.36
2023-10-16,Direct,30,90,4,4.44,3.13,0.0,0.0,0.0
2023-10-17,Email,30,90,6,6.67,4.96,34.95,692.94,0.05
2023-10-17,Social (FB/IG),118,1770,23,1.3,1.1,27.32,583.61,0.05
2023-10-17,Direct,78,234,17,7.26,4.11,144.82,0.0,0.0
2023-10-17,Direct,84,336,14,4.17,3.06,99.43,0.0,0.0
2023-10-17,Organic Search,85,170,19,11.18,1.61,38.61,0.0,0.0
2023-10-17,Organic Search,124,248,32,12.9,4.69,164.15,0.0,0.0
2023-10-19,Email,27,108,6,5.56,3.99,49.87,442.85,0.11
2023-10-19,Lazada Ads,65,780,15,1.92,2.37,23.34,975.74,0.02
2023-10-19,Direct,81,324,9,2.78,1.0,0.0,0.0,0.0
2023-10-19,Referral,54,216,15,6.94,4.45,64.2,0.0,0.0
2023-10-19,Referral,30,90,5,5.56,4.02,24.9,0.0,0.0
2023-10-20,Organic Search,142,284,31,10.92,3.73,116.42,0.0,0.0
2023-10-20,Shopee Ads,95,1805,25,1.39,1.93,49.17,763.0,0.06
2023-10-20,Direct,35,70,9,12.86,1.29,0.0,0.0,0.0
2023-10-22,Direct,51,204,10,4.9,4.63,79.5,0.0,0.0
2023-10-22,Direct,59,118,16,13.56,2.14,48.44,0.0,0.0
2023-10-22,Email,24,72,6,8.33,3.13,0.0,259.46,0.0
2023-10-22,Shopee Ads,94,1316,21,1.6,3.6,88.72,822.59,0.11
2023-10-22,Shopee Ads,180,2160,15,0.69,2.11,144.05,723.91,0.2
2023-10-23,Shopee Ads,103,1133,22,1.94,1.31,48.43,389.53,0.12
2023-10-23,Email,35,140,5,3.57,1.95,0.0,591.01,0.0
2023-10-23,Shopee Ads,129,1935,27,1.4,3.68,99.99,928.0,0.11
2023-10-25,Lazada Ads,158,1580,15,0.95,4.47,237.62,260.35,0.91
2023-10-25,Lazada Ads,174,2436,51,2.09,3.79,252.11,116.97,2.16
2023-10-27,Organic Search,138,276,19,6.88,1.29,26.56,0.0,0.0
2023-10-27,Email,16,48,2,4.17,3.55,0.0,769.7,0.0
2023-10-27,Paid Search (Google Ads),97,1261,15,1.19,1.6,24.06,209.75,0.11
2023-10-27,Social (FB/IG),160,1760,50,2.84,1.83,48.77,174.62,0.28
2023-10-27,Organic Search,124,372,29,7.8,2.25,75.01,0.0,0.0
2023-10-28,Direct,63,252,16,6.35,4.93,63.42,0.0,0.0
2023-10-28,Direct,83,249,13,5.22,3.96,147.43,0.0,0.0
2023-10-28,Shopee Ads,135,2025,27,1.33,3.33,191.19,199.08,0.96
2023-10-29,Referral,49,196,12,6.12,4.84,80.33,0.0,0.0
2023-10-29,Email,18,72,2,2.78,1.87,0.0,145.39,0.0
2023-10-30,Lazada Ads,144,1584,19,1.2,1.04,35.94,474.57,0.08
2023-10-30,Social (FB/IG),63,693,10,1.44,4.85,88.94,791.37,0.11
2023-10-30,Direct,80,320,16,5.0,3.59,44.71,0.0,0.0
2023-10-31,Organic Search,54,108,11,10.19,2.1,33.34,0.0,0.0
2023-10-31,Direct,53,159,11,6.92,4.44,48.14,0.0,0.0
2023-11-01,Referral,51,102,6,5.88,4.99,74.56,0.0,0.0
2023-11-01,Social (FB/IG),160,1760,12,0.68,2.96,118.47,505.6,0.23
2023-11-01,Direct,52,208,11,5.29,3.15,44.74,0.0,0.0
2023-11-01,Email,20,80,4,5.0,2.38,0.0,307.63,0.0
2023-11-02,Direct,77,231,9,3.9,2.15,47.84,0.0,0.0
2023-11-02,Paid Search (Google Ads),63,1071,31,2.89,4.45,66.02,564.32,0.12
2023-11-03,Organic Search,132,528,17,3.22,4.43,159.6,0.0,0.0
2023-11-03,Paid Search (Google Ads),110,1320,30,2.27,2.2,76.58,478.53,0.16
2023-11-03,Organic Search,138,414,40,9.66,3.83,208.15,0.0,0.0
2023-11-04,Lazada Ads,106,1908,41,2.15,3.68,96.52,718.07,0.13
2023-11-04,Social (FB/IG),173,2595,25,0.96,2.83,145.5,628.09,0.23
2023-11-04,Organic Search,145,435,29,6.67,2.26,110.69,0.0,0.0
2023-11-04,Social (FB/IG),100,1900,11,0.58,4.82,122.89,460.48,0.27
2023-11-04,Organic Search,66,264,8,3.03,1.57,23.68,0.0,0.0
2023-11-04,Email,24,72,4,5.56,1.98,0.0,735.77,0.0
2023-11-04,Shopee Ads,186,3534,82,2.32,3.19,112.24,278.19,0.4
2023-11-05,Organic Search,114,456,20,4.39,2.73,108.09,0.0,0.0
2023-11-05,Social (FB/IG),111,1554,28,1.8,4.95,155.63,466.14,0.33
2023-11-05,Organic Search,69,276,17,6.16,1.12,0.0,0.0,0.0
2023-11-05,Paid Search (Google Ads),103,1030,9,0.87,1.22,35.22,717.63,0.05
2023-11-05,Organic Search,126,252,36,14.29,2.38,82.83,0.0,0.0
2023-11-06,Shopee Ads,173,1903,56,2.94,1.29,95.73,100.47,0.95
2023-11-06,Lazada Ads,74,740,15,2.03,3.53,41.86,275.41,0.15
2023-11-06,Email,27,54,4,7.41,4.57,23.08,730.77,0.03
2023-11-06,Lazada Ads,73,730,8,1.1,2.43,44.05,710.88,0.06
2023-11-06,Referral,25,75,4,5.33,3.49,0.0,0.0,0.0
2023-11-06,Organic Search,99,396,20,5.05,1.7,49.31,0.0,0.0
2023-11-06,Shopee Ads,76,836,10,1.2,4.7,97.76,683.39,0.14
2023-11-07,Shopee Ads,193,1930,46,2.38,2.43,195.33,955.91,0.2
2023-11-07,Shopee Ads,131,1310,26,1.98,4.22,128.67,743.95,0.17
2023-11-07,Lazada Ads,66,858,13,1.52,1.98,27.8,220.3,0.13
2023-11-07,Shopee Ads,122,1220,31,2.54,2.46,114.89,717.52,0.16
2023-11-07,Social (FB/IG),68,1292,12,0.93,1.53,31.51,104.0,0.3
2023-11-07,Organic Search,70,210,15,7.14,4.86,112.57,0.0,0.0
2023-11-08,Shopee Ads,87,1566,15,0.96,2.57,92.31,807.08,0.11
2023-11-08,Paid Search (Google Ads),102,1836,49,2.67,1.66,29.27,913.67,0.03
2023-11-09,Lazada Ads,146,2044,24,1.17,4.68,179.66,957.78,0.19
2023-11-09,Paid Search (Google Ads),71,852,19,2.23,4.32,67.85,301.82,0.22
2023-11-09,Shopee Ads,137,2329,33,1.42,4.79,244.49,909.41,0.27
2023-11-09,Lazada Ads,147,1764,12,0.68,1.24,45.72,447.06,0.1
2023-11-09,Shopee Ads,110,1650,48,2.91,4.79,191.92,449.03,0.43
2023-11-09,Social (FB/IG),106,1378,24,1.74,4.38,160.65,887.37,0.18
2023-11-09,Organic Search,95,285,25,8.77,3.73,120.5,0.0,0.0
2023-11-10,Referral,29,116,7,6.03,4.92,32.29,0.0,0.0
2023-11-10,Social (FB/IG),73,803,6,0.75,2.16,35.02,446.88,0.08
2023-11-10,Paid Search (Google Ads),49,588,9,1.53,3.3,44.45,243.13,0.18
2023-11-10,Social (FB/IG),157,2041,53,2.6,1.78,46.97,349.48,0.13
2023-11-10,Email,37,111,3,2.7,3.71,46.25,313.73,0.15
2023-11-11,Paid Search (Google Ads),103,1442,16,1.11,1.76,21.12,262.15,0.08
2023-11-11,Organic Search,99,396,22,5.56,1.87,28.7,0.0,0.0
2023-11-11,Referral,36,108,6,5.56,4.59,31.2,0.0,0.0
2023-11-11,Referral,50,150,6,4.0,1.47,0.0,0.0,0.0
2023-11-11,Referral,34,136,10,7.35,1.76,0.0,0.0,0.0
2023-11-12,Direct,45,90,13,14.44,4.43,37.76,0.0,0.0
2023-11-12,Shopee Ads,177,3186,23,0.72,4.77,393.49,842.65,0.47
2023-11-12,Email,21,84,4,4.76,2.83,0.0,400.9,0.0
2023-11-12,Email,21,63,3,4.76,3.13,0.0,730.04,0.0
2023-11-12,Paid Search (Google Ads),116,1276,9,0.71,1.77,59.65,186.3,0.32
2023-11-12,Social (FB/IG),62,1116,29,2.6,3.12,36.73,412.95,0.09
2023-11-12,Referral,37,74,9,12.16,4.22,26.15,0.0,0.0
2023-11-13,Direct,70,140,16,11.43,4.97,108.84,0.0,0.0
2023-11-13,Shopee Ads,110,1430,38,2.66,3.62,131.37,208.33,0.63
2023-11-13,Referral,29,116,8,6.9,3.07,0.0,0.0,0.0
2023-11-13,Direct,51,204,8,3.92,2.95,23.82,0.0,0.0
2023-11-13,Lazada Ads,89,979,13,1.33,2.49,42.26,722.62,0.06
2023-11-13,Paid Search (Google Ads),102,1122,29,2.58,1.11,20.2,584.39,0.03
2023-11-13,Shopee Ads,82,1230,27,2.2,4.02,63.25,282.79,0.22
2023-11-14,Paid Search (Google Ads),56,560,12,2.14,4.42,83.29,513.75,0.16
2023-11-14,Email,10,30,1,3.33,1.19,0.0,899.86,0.0
2023-11-15,Social (FB/IG),125,2250,33,1.47,3.98,95.48,129.08,0.74
2023-11-15,Paid Search (Google Ads),53,848,24,2.83,4.98,46.95,414.93,0.11
2023-11-15,Shopee Ads,136,1768,26,1.47,2.13,46.41,435.74,0.11
2023-11-15,Paid Search (Google Ads),110,2090,40,1.91,4.41,137.05,598.61,0.23
2023-11-15,Social (FB/IG),171,2223,56,2.52,4.04,226.16,459.09,0.49
2023-11-16,Shopee Ads,116,1972,20,1.01,1.6,38.46,513.55,0.07
2023-11-16,Lazada Ads,71,923,9,0.98,2.38,26.62,136.46,0.2
2023-11-16,Organic Search,57,228,10,4.39,2.3,28.01,0.0,0.0
2023-11-16,Organic Search,75,150,14,9.33,2.73,62.18,0.0,0.0
2023-11-17,Direct,60,120,12,10.0,3.57,92.29,0.0,0.0
2023-11-17,Email,37,148,9,6.08,2.84,44.73,883.86,0.05
2023-11-17,Email,10,40,2,5.0,2.79,0.0,757.15,0.0
2023-11-18,Paid Search (Google Ads),42,756,9,1.19,1.22,0.0,475.67,0.0
2023-11-18,Referral,37,148,6,4.05,1.99,0.0,0.0,0.0
2023-11-18,Referral,56,168,16,9.52,3.8,92.57,0.0,0.0
2023-11-18,Paid Search (Google Ads),79,1185,24,2.03,4.82,113.06,856.21,0.13
2023-11-18,Lazada Ads,146,2628,47,1.79,3.27,92.11,127.53,0.72
2023-11-18,Direct,96,288,14,4.86,4.5,121.96,0.0,0.0
2023-11-19,Paid Search (Google Ads),62,806,8,0.99,1.62,21.55,676.69,0.03
2023-11-19,Email,29,58,3,5.17,3.04,0.0,280.5,0.0
2023-11-19,Paid Search (Google Ads),106,1908,33,1.73,1.36,42.99,950.44,0.05
2023-11-19,Referral,57,114,15,13.16,3.09,47.3,0.0,0.0
2023-11-19,Social (FB/IG),164,2132,45,2.11,4.43,257.26,391.82,0.66
2023-11-19,Direct,96,384,27,7.03,2.16,48.04,0.0,0.0
2023-11-19,Shopee Ads,125,1500,36,2.4,2.01,93.64,137.39,0.68
2023-11-20,Lazada Ads,73,1387,24,1.73,4.56,146.32,499.99,0.29
2023-11-20,Paid Search (Google Ads),71,1065,22,2.07,4.48,141.54,269.66,0.52
2023-11-20,Organic Search,123,369,25,6.78,3.41,147.17,0.0,0.0
2023-11-20,Organic Search,136,408,23,5.64,3.1,80.5,0.0,0.0
2023-11-20,Organic Search,93,186,10,5.38,2.71,78.05,0.0,0.0
2023-11-20,Referral,31,93,8,8.6,2.28,0.0,0.0,0.0
2023-11-20,Organic Search,109,218,13,5.96,2.92,75.4,0.0,0.0
2023-11-21,Social (FB/IG),98,1274,18,1.41,4.44,123.84,493.13,0.25
2023-11-21,Social (FB/IG),170,2040,31,1.52,4.57,172.76,673.64,0.26
2023-11-21,Lazada Ads,121,2299,22,0.96,3.25,67.86,971.71,0.07
2023-11-21,Lazada Ads,90,1170,18,1.54,3.22,87.9,706.75,0.12
2023-11-21,Social (FB/IG),116,1392,32,2.3,1.92,65.95,815.11,0.08
2023-11-22,Lazada Ads,67,1139,31,2.72,4.64,110.55,705.73,0.16
2023-11-22,Referral,34,68,10,14.71,1.58,0.0,0.0,0.0
2023-11-22,Lazada Ads,64,640,4,0.62,3.45,49.4,550.5,0.09
2023-11-22,Organic Search,50,150,5,3.33,4.72,97.13,0.0,0.0
2023-11-22,Direct,71,213,20,9.39,3.63,87.31,0.0,0.0
2023-11-22,Shopee Ads,157,2512,41,1.63,2.66,191.34,524.38,0.36
2023-11-22,Social (FB/IG),126,1890,34,1.8,4.09,213.83,659.29,0.32
2023-11-22,Social (FB/IG),60,840,5,0.6,2.48,46.22,888.37,0.05
2023-11-22,Lazada Ads,113,1582,16,1.01,1.94,85.57,103.99,0.82
2023-11-23,Email,14,28,3,10.71,4.49,0.0,921.17,0.0
2023-11-23,Email,21,42,4,9.52,1.64,0.0,708.62,0.0
2023-11-23,Direct,86,258,16,6.2,4.44,121.01,0.0,0.0
2023-11-23,Email,28,112,5,4.46,4.95,25.14,323.93,0.08
2023-11-23,Paid Search (Google Ads),86,1462,14,0.96,4.46,131.91,725.29,0.18
2023-11-23,Social (FB/IG),71,923,7,0.76,4.2,72.1,758.24,0.1
2023-11-23,Organic Search,64,128,12,9.38,4.66,40.15,0.0,0.0
2023-11-24,Referral,32,96,4,4.17,2.44,0.0,0.0,0.0
2023-11-24,Social (FB/IG),72,864,13,1.5,3.2,67.34,499.64,0.13
2023-11-24,Social (FB/IG),178,1958,58,2.96,4.27,273.35,137.57,1.99
2023-11-24,Lazada Ads,156,2184,31,1.42,1.37,73.18,865.59,0.08
2023-11-24,Direct,39,78,10,12.82,2.78,33.97,0.0,0.0
2023-11-25,Direct,50,150,11,7.33,4.34,97.94,0.0,0.0
2023-11-25,Shopee Ads,96,1536,32,2.08,3.5,80.32,353.28,0.23
2023-11-25,Direct,37,74,5,6.76,2.99,25.46,0.0,0.0
2023-11-25,Referral,21,63,6,9.52,1.55,0.0,0.0,0.0
2023-11-25,Shopee Ads,98,980,19,1.94,4.06,76.29,451.13,0.17
2023-11-26,Shopee Ads,183,2928,73,2.49,1.5,58.74,401.2,0.15
2023-11-26,Shopee Ads,171,1710,34,1.99,2.42,153.09,360.66,0.42
2023-11-26,Paid Search (Google Ads),86,1032,23,2.23,4.68,101.5,743.52,0.14
2023-11-26,Paid Search (Google Ads),66,726,5,0.69,2.61,29.71,184.74,0.16
2023-11-26,Direct,33,66,4,6.06,3.66,40.21,0.0,0.0
2023-11-26,Referral,29,87,8,9.2,3.5,41.1,0.0,0.0
2023-11-27,Direct,50,200,7,3.5,2.54,48.95,0.0,0.0
2023-11-27,Direct,32,128,4,3.12,4.18,26.12,0.0,0.0
2023-11-28,Paid Search (Google Ads),109,1962,27,1.38,2.82,144.87,921.97,0.16
2023-11-28,Direct,40,160,11,6.88,4.91,36.51,0.0,0.0
2023-11-28,Direct,96,384,21,5.47,4.29,134.19,0.0,0.0
2023-11-28,Lazada Ads,137,1781,23,1.29,4.2,162.83,510.4,0.32
2023-11-28,Organic Search,133,266,26,9.77,3.87,136.02,0.0,0.0
2023-11-29,Shopee Ads,78,1248,24,1.92,4.87,127.1,736.49,0.17
2023-11-29,Direct,57,228,16,7.02,4.76,85.21,0.0,0.0
2023-11-29,Referral,34,102,5,4.9,4.19,44.49,0.0,0.0
2023-11-29,Shopee Ads,80,960,10,1.04,1.52,48.28,937.77,0.05
2023-11-29,Organic Search,76,228,19,8.33,3.25,96.02,0.0,0.0
2023-11-29,Lazada Ads,96,1440,8,0.56,4.55,87.12,913.44,0.1
2023-11-29,Organic Search,115,345,27,7.83,1.01,39.38,0.0,0.0
2023-11-29,Organic Search,147,588,17,2.89,3.47,200.9,0.0,0.0
2023-11-30,Organic Search,53,212,9,4.25,2.79,29.08,0.0,0.0
2023-11-30,Email,11,33,1,3.03,3.71,0.0,839.21,0.0
2023-12-01,Email,11,44,1,2.27,3.7,0.0,173.04,0.0
2023-12-01,Direct,62,124,6,4.84,3.14,29.65,0.0,0.0
2023-12-01,Lazada Ads,65,780,6,0.77,2.57,23.05,822.57,0.03
2023-12-01,Email,13,26,2,7.69,2.52,0.0,302.83,0.0
2023-12-01,Email,28,56,7,12.5,2.54,0.0,372.18,0.0
2023-12-01,Paid Search (Google Ads),53,689,18,2.61,4.02,55.72,755.23,0.07
2023-12-02,Lazada Ads,74,888,8,0.9,1.65,38.95,565.03,0.07
2023-12-02,Social (FB/IG),79,790,14,1.77,3.93,147.06,143.66,1.02
2023-12-02,Lazada Ads,75,750,18,2.4,1.43,41.05,765.91,0.05
2023-12-02,Direct,52,208,7,3.37,2.28,22.04,0.0,0.0
2023-12-03,Referral,56,168,12,7.14,4.02,40.64,0.0,0.0
2023-12-03,Email,27,108,3,2.78,2.76,0.0,986.75,0.0
2023-12-03,Direct,89,178,24,13.48,4.98,81.34,0.0,0.0
2023-12-03,Shopee Ads,85,1275,8,0.63,4.68,90.53,919.76,0.1
2023-12-03,Shopee Ads,157,2826,77,2.72,4.18,141.39,952.97,0.15
2023-12-04,Paid Search (Google Ads),119,1904,43,2.26,4.34,229.4,403.68,0.57
2023-12-04,Paid Search (Google Ads),55,1045,14,1.34,1.04,0.0,961.74,0.0
2023-12-04,Direct,93,279,15,5.38,2.07,28.39,0.0,0.0
2023-12-04,Email,33,66,4,6.06,3.73,29.77,378.06,0.08
2023-12-04,Referral,49,147,13,8.84,1.74,0.0,0.0,0.0
2023-12-05,Social (FB/IG),159,1749,17,0.97,2.17,91.43,282.47,0.32
2023-12-05,Shopee Ads,92,1380,27,1.96,2.71,48.69,425.59,0.11
2023-12-05,Email,11,33,2,6.06,2.04,0.0,234.45,0.0
2023-12-05,Lazada Ads,114,2166,12,0.55,2.79,63.69,245.3,0.26
2023-12-05,Paid Search (Google Ads),67,737,16,2.17,3.84,75.83,601.7,0.13
2023-12-05,Referral,35,105,8,7.62,1.99,0.0,0.0,0.0
2023-12-05,Direct,64,256,13,5.08,2.11,36.31,0.0,0.0
2023-12-05,Referral,33,66,3,4.55,4.97,30.73,0.0,0.0
2023-12-06,Direct,69,138,13,9.42,3.5,67.61,0.0,0.0
2023-12-06,Shopee Ads,152,1824,27,1.48,4.26,192.57,430.18,0.45
2023-12-06,Organic Search,114,456,13,2.85,2.99,142.5,0.0,0.0
2023-12-06,Direct,56,168,8,4.76,1.73,0.0,0.0,0.0
2023-12-06,Referral,46,184,13,7.07,3.4,48.06,0.0,0.0
2023-12-06,Referral,32,128,7,5.47,2.47,0.0,0.0,0.0
2023-12-06,Lazada Ads,63,693,6,0.87,2.94,45.33,306.62,0.15
2023-12-07,Shopee Ads,108,1296,36,2.78,4.7,222.36,141.43,1.57
2023-12-07,Social (FB/IG),102,1632,17,1.04,3.33,115.31,418.4,0.28
2023-12-07,Organic Search,62,186,10,5.38,1.88,27.68,0.0,0.0
2023-12-07,Direct,60,180,7,3.89,1.3,0.0,0.0,0.0
2023-12-07,Paid Search (Google Ads),79,869,7,0.81,1.37,49.15,577.08,0.09
2023-12-07,Email,30,60,8,13.33,2.75,0.0,418.44,0.0
2023-12-08,Referral,47,188,11,5.85,4.48,45.6,0.0,0.0
2023-12-08,Shopee Ads,186,3534,51,1.44,2.16,91.31,304.95,0.3
2023-12-08,Shopee Ads,121,1331,30,2.25,1.1,35.27,522.3,0.07
2023-12-08,Referral,27,81,3,3.7,4.93,28.88,0.0,0.0
2023-12-09,Lazada Ads,174,2610,23,0.88,3.67,218.35,378.74,0.58
2023-12-09,Lazada Ads,147,1911,47,2.46,1.94,63.74,578.19,0.11
2023-12-09,Referral,47,94,13,13.83,3.33,24.08,0.0,0.0
2023-12-09,Referral,29,87,8,9.2,3.46,28.92,0.0,0.0
2023-12-09,Referral,41,82,10,12.2,1.07,0.0,0.0,0.0
2023-12-10,Social (FB/IG),124,1488,32,2.15,1.32,41.58,558.64,0.07
2023-12-10,Social (FB/IG),150,1650,31,1.88,2.48,87.36,561.93,0.16
2023-12-10,Direct,86,258,11,4.26,3.49,121.76,0.0,0.0
2023-12-11,Organic Search,122,244,29,11.89,3.64,174.18,0.0,0.0
2023-12-11,Direct,85,255,8,3.14,1.28,41.92,0.0,0.0
2023-12-11,Referral,49,196,12,6.12,1.67,0.0,0.0,0.0
2023-12-11,Organic Search,79,158,20,12.66,2.29,25.71,0.0,0.0
2023-12-11,Email,25,50,7,14.0,2.77,0.0,565.51,0.0
2023-12-11,Lazada Ads,158,2212,17,0.77,2.36,91.29,479.29,0.19
2023-12-11,Lazada Ads,116,1508,18,1.19,3.02,139.8,624.58,0.22
2023-12-11,Referral,50,100,7,7.0,3.9,40.25,0.0,0.0
2023-12-11,Referral,49,98,10,10.2,4.37,78.64,0.0,0.0
2023-12-11,Shopee Ads,191,2865,15,0.52,1.72,84.42,353.25,0.24
2023-12-12,Paid Search (Google Ads),113,2147,20,0.93,2.43,64.3,262.03,0.25
2023-12-12,Shopee Ads,128,1792,10,0.56,4.1,127.8,621.82,0.21
2023-12-12,Lazada Ads,151,2718,59,2.17,4.6,254.0,867.8,0.29
2023-12-12,Social (FB/IG),159,1749,21,1.2,3.78,143.4,612.88,0.23
2023-12-12,Email,29,87,7,8.05,4.99,24.86,339.59,0.07
2023-12-12,Lazada Ads,117,1404,22,1.57,2.21,67.16,858.44,0.08
