Order_No,Item Name,Quantity,Unit_Price,Platform,Customer_ID,Payment_Type,Order_Date
ORD000653,Product SKU0018,2,2.78,Shopee,CUST0035,Wallet,2024-06-04
ORD000654,Product SKU0114,5,16.91,Shopee,CUST0038,Credit Card,2024-02-23
ORD000655,Product SKU0011,1,19.08,Shopee,CUST0040,COD,2023-09-21
ORD000656,Product SKU0030,1,18.88,Lazada,CUST0090,Wallet,2023-08-11
ORD000657,Product SKU0033,3,14.27,Lazada,CUST0183,Credit Card,2024-09-11
ORD000658,Product SKU0059,8,4.64,Shopee,CUST0050,Wallet,2024-08-01
ORD000659,Product SKU0039,8,12.05,Shopee,CUST0037,Wallet,2023-08-15
ORD000660,Product SKU0057,4,2.3,Lazada,CUST0197,COD,2023-09-12
ORD000661,Product SKU0110,2,16.02,Lazada,CUST0119,Credit Card,2024-11-05
ORD000662,Product SKU0118,1,13.92,Shopify,CUST0125,Wallet,2023-03-31
ORD000663,Product SKU0021,4,25.4,Lazada,CUST0135,Wallet,2024-09-30
ORD000664,Product SKU0091,2,13.37,Lazada,CUST0178,COD,2024-09-03
ORD000665,Product SKU0005,5,22.39,Shopee,CUST0020,COD,2023-04-09
ORD000666,Product SKU0037,7,15.87,Shopee,CUST0135,COD,2024-12-26
ORD000667,Product SKU0027,3,23.85,Shopify,CUST0083,Credit Card,2023-11-19
ORD000668,Product SKU0056,8,15.39,Shopify,CUST0123,COD,2024-07-17
ORD000669,Product SKU0018,3,7.74,Lazada,CUST0091,Credit Card,2024-12-07
ORD000670,Product SKU0112,4,4.53,Shopee,CUST0135,COD,2024-09-06
ORD000671,Product SKU0031,7,21.81,Shopee,CUST0198,Wallet,2023-02-01
ORD000672,Product SKU0037,7,24.13,Shopee,CUST0073,COD,2024-09-05
ORD000673,Product SKU0007,2,4.46,Shopify,CUST0049,COD,2024-02-25
ORD000674,Product SKU0034,7,18.09,Lazada,CUST0187,COD,2023-06-15
ORD000675,Product SKU0105,5,19.41,Lazada,CUST0041,COD,2023-12-13
ORD000676,Product SKU0001,6,23.18,Lazada,CUST0011,COD,2024-10-10
ORD000677,Product SKU0088,1,17.58,Shopify,CUST0087,COD,2023-08-04
ORD000678,Product SKU0003,3,20.7,Shopee,CUST0100,Credit Card,2023-11-25
ORD000679,Product SKU0035,5,14.45,Shopee,CUST0031,Credit Card,2024-06-03
ORD000680,Product SKU0039,2,13.67,Shopify,CUST0177,COD,2024-04-24
ORD000681,Product SKU0021,7,7.0,Shopee,CUST0106,Credit Card,2023-05-20
ORD000682,Product SKU0033,6,5.11,Shopee,CUST0194,COD,2024-09-26
ORD000683,Product SKU0034,5,7.97,Shopify,CUST0067,Wallet,2023-09-12
ORD000684,Product SKU0053,6,24.69,Lazada,CUST0015,Wallet,2023-05-07
ORD000685,Product SKU0099,2,15.18,Shopify,CUST0034,Wallet,2024-06-14
ORD000686,Product SKU0053,3,6.51,Lazada,CUST0036,Wallet,2024-08-05
ORD000687,Product SKU0065,2,22.03,Shopee,CUST0200,Wallet,2023-01-12
ORD000688,Product SKU0045,1,29.94,Shopify,CUST0022,COD,2023-11-22
ORD000689,Product SKU0109,2,16.33,Lazada,CUST0073,COD,2023-10-13
ORD000690,Product SKU0044,8,11.4,Shopee,CUST0024,Credit Card,2023-08-25
ORD000691,Product SKU0013,1,11.73,Lazada,CUST0076,Credit Card,2024-04-10
ORD000692,Product SKU0107,2,21.39,Shopify,CUST0087,Credit Card,2024-11-27
ORD000693,Product SKU0067,1,22.65,Shopify,CUST0115,Credit Card,2023-02-08
ORD000694,Product SKU0101,2,15.99,Shopify,CUST0182,Wallet,2023-10-04
ORD000695,Product SKU0026,8,26.23,Lazada,CUST0012,Credit Card,2024-03-16
ORD000696,Product SKU0105,6,21.85,Lazada,CUST0164,COD,2023-04-25
ORD000697,Product SKU0083,4,27.73,Shopee,CUST0109,Wallet,2024-06-19
ORD000698,Product SKU0096,7,13.94,Shopify,CUST0199,Credit Card,2024-12-22
ORD000699,Product SKU0038,8,2.88,Shopee,CUST0131,Wallet,2023-09-29
ORD000700,Product SKU0119,8,29.98,Shopee,CUST0071,Wallet,2024-04-21
ORD000701,Product SKU0051,3,27.26,Shopee,CUST0163,Wallet,2023-01-28
ORD000702,Product SKU0026,1,18.03,Shopee,CUST0047,COD,2023-12-22
ORD000703,Product SKU0075,1,8.52,Shopee,CUST0083,Wallet,2024-11-22
ORD000704,Product SKU0104,5,16.83,Shopify,CUST0078,COD,2023-11-04
ORD000705,Product SKU0055,6,6.63,Lazada,CUST0127,COD,2024-12-07
ORD000706,Product SKU0016,5,6.85,Shopify,CUST0180,COD,2023-05-02
ORD000707,Product SKU0025,1,7.91,Shopee,CUST0182,Wallet,2024-08-21
ORD000708,Product SKU0084,3,3.26,Shopee,CUST0068,COD,2023-06-21
ORD000709,Product SKU0087,3,12.87,Shopify,CUST0101,Wallet,2024-12-14
ORD000710,Product SKU0096,5,11.89,Shopify,CUST0007,Credit Card,2023-10-28
ORD000711,Product SKU0017,8,2.67,Lazada,CUST0111,Wallet,2023-10-13
ORD000712,Product SKU0015,5,21.09,Shopify,CUST0180,Credit Card,2023-05-08
ORD000713,Product SKU0040,5,22.54,Shopify,CUST0161,Credit Card,2024-10-02
ORD000714,Product SKU0011,3,25.2,Lazada,CUST0084,COD,2024-11-01
ORD000715,Product SKU0118,2,6.67,Lazada,CUST0134,COD,2024-05-25
ORD000716,Product SKU0027,8,14.74,Shopify,CUST0160,Credit Card,2023-10-03
ORD000717,Product SKU0106,8,22.29,Shopee,CUST0161,Wallet,2024-03-29
ORD000718,Product SKU0006,1,7.5,Lazada,CUST0064,COD,2024-06-23
ORD000719,Product SKU0096,2,27.38,Shopify,CUST0025,Wallet,2023-02-28
ORD000720,Product SKU0029,7,27.84,Shopee,CUST0040,Credit Card,2024-01-02
ORD000721,Product SKU0116,8,11.28,Shopify,CUST0031,Wallet,2023-08-17
ORD000722,Product SKU0103,4,17.94,Lazada,CUST0007,Wallet,2024-12-25
ORD000723,Product SKU0031,6,5.29,Lazada,CUST0094,COD,2024-12-19
ORD000724,Product SKU0085,7,20.14,Shopee,CUST0015,Wallet,2024-04-25
ORD000725,Product SKU0006,1,27.14,Shopify,CUST0170,Credit Card,2024-03-03
ORD000726,Product SKU0056,5,7.39,Shopee,CUST0175,Credit Card,2023-07-19
ORD000727,Product SKU0037,3,28.74,Lazada,CUST0143,Wallet,2024-04-30
ORD000728,Product SKU0081,2,17.82,Lazada,CUST0164,COD,2024-12-05
ORD000729,Product SKU0018,1,5.56,Shopee,CUST0050,COD,2023-06-21
ORD000730,Product SKU0006,7,6.2,Lazada,CUST0028,COD,2023-11-01
ORD000731,Product SKU0013,7,9.18,Shopee,CUST0090,Credit Card,2024-07-05
ORD000732,Product SKU0065,1,26.6,Shopee,CUST0119,Credit Card,2024-08-26
ORD000733,Product SKU0121,4,4.64,Shopee,CUST0151,COD,2024-07-03
ORD000734,Product SKU0080,3,4.29,Shopee,CUST0163,Credit Card,2024-01-24
ORD000735,Product SKU0047,4,15.29,Shopee,CUST0035,COD,2024-05-16
ORD000736,Product SKU0068,5,15.51,Shopee,CUST0001,Wallet,2024-07-11
ORD000737,Product SKU0071,4,8.14,Shopee,CUST0184,COD,2024-05-02
ORD000738,Product SKU0113,5,14.74,Shopee,CUST0118,Credit Card,2023-06-01
ORD000739,Product SKU0052,4,23.72,Shopee,CUST0018,Wallet,2024-02-28
ORD000740,Product SKU0121,7,17.52,Lazada,CUST0162,Wallet,2023-12-08
ORD000741,Product SKU0062,1,11.19,Shopee,CUST0025,Wallet,2023-07-03
ORD000742,Product SKU0009,2,14.19,Shopee,CUST0075,COD,2024-06-06
ORD000743,Product SKU0006,4,21.81,Shopify,CUST0112,COD,2023-03-03
ORD000744,Product SKU0072,6,20.01,Shopee,CUST0108,Wallet,2023-01-22
ORD000745,Product SKU0031,7,5.68,Shopify,CUST0068,Credit Card,2024-02-17
ORD000746,Product SKU0027,5,15.0,Shopee,CUST0083,Wallet,2024-12-20
ORD000747,Product SKU0098,5,5.28,Shopee,CUST0036,Credit Card,2023-04-10
ORD000748,Product SKU0116,1,18.92,Shopee,CUST0081,Credit Card,2024-10-17
ORD000749,Product SKU0038,8,15.83,Shopify,CUST0067,COD,2023-10-08
ORD000750,Product SKU0032,2,2.37,Shopee,CUST0062,COD,2024-04-28
ORD000751,Product SKU0046,4,23.99,Shopify,CUST0171,Wallet,2024-04-11
ORD000752,Product SKU0070,6,23.4,Lazada,CUST0126,COD,2024-03-07
ORD000753,Product SKU0045,5,14.59,Shopee,CUST0047,Wallet,2024-01-07
ORD000754,Product SKU0025,1,24.1,Shopee,CUST0110,Credit Card,2024-05-18
ORD000755,Product SKU0038,7,9.94,Lazada,CUST0008,Wallet,2024-07-21
ORD000756,Product SKU0120,7,2.87,Shopee,CUST0006,Wallet,2023-03-16
ORD000757,Product SKU0068,1,28.12,Shopee,CUST0072,Credit Card,2024-05-14
ORD000758,Product SKU0038,1,7.24,Shopee,CUST0123,Wallet,2024-11-05
ORD000759,Product SKU0036,3,6.1,Lazada,CUST0158,COD,2023-01-26
ORD000760,Product SKU0046,1,19.39,Shopify,CUST0088,Credit Card,2024-02-10
ORD000761,Product SKU0031,5,14.95,Shopify,CUST0165,Credit Card,2023-03-13
ORD000762,Product SKU0107,6,22.36,Shopee,CUST0053,Wallet,2024-01-19
ORD000763,Product SKU0095,7,28.72,Shopee,CUST0093,Wallet,2024-08-25
ORD000764,Product SKU0019,2,20.13,Shopify,CUST0070,COD,2024-02-18
ORD000765,Product SKU0059,8,23.57,Shopify,CUST0113,Credit Card,2023-02-04
ORD000766,Product SKU0083,7,12.41,Lazada,CUST0125,Credit Card,2023-04-25
ORD000767,Product SKU0121,8,11.98,Shopee,CUST0009,Credit Card,2024-01-08
ORD000768,Product SKU0043,6,16.64,Lazada,CUST0092,Wallet,2023-11-21
ORD000769,Product SKU0110,7,26.05,Lazada,CUST0101,COD,2023-02-02
ORD000770,Product SKU0015,8,10.54,Lazada,CUST0175,COD,2024-07-03
ORD000771,Product SKU0032,4,21.26,Shopify,CUST0119,Credit Card,2024-03-16
ORD000772,Product SKU0026,1,5.28,Lazada,CUST0043,Credit Card,2023-11-17
ORD000773,Product SKU0024,8,21.46,Shopee,CUST0051,COD,2024-07-09
ORD000774,Product SKU0036,8,4.11,Shopee,CUST0066,Credit Card,2023-05-18
ORD000775,Product SKU0096,7,17.86,Shopee,CUST0034,Wallet,2024-11-14
ORD000776,Product SKU0056,8,16.04,Shopee,CUST0157,Wallet,2023-08-17
ORD000777,Product SKU0065,3,12.4,Shopee,CUST0003,Wallet,2023-05-30
ORD000778,Product SKU0041,2,13.02,Shopee,CUST0106,COD,2023-10-12
ORD000779,Product SKU0111,4,14.16,Lazada,CUST0081,Credit Card,2024-08-05
ORD000780,Product SKU0087,7,22.19,Lazada,CUST0078,COD,2023-04-03
ORD000781,Product SKU0120,2,9.67,Lazada,CUST0018,COD,2023-01-11
ORD000782,Product SKU0024,6,25.9,Lazada,CUST0093,COD,2024-10-18
ORD000783,Product SKU0038,2,3.86,Lazada,CUST0058,Credit Card,2023-09-10
ORD000784,Product SKU0082,3,19.72,Lazada,CUST0115,COD,2023-05-14
ORD000785,Product SKU0026,7,21.75,Shopee,CUST0055,COD,2024-06-05
ORD000786,Product SKU0060,1,29.27,Shopify,CUST0109,COD,2024-10-18
ORD000787,Product SKU0016,7,20.79,Shopee,CUST0108,Credit Card,2023-12-10
ORD000788,Product SKU0111,4,18.07,Shopify,CUST0142,COD,2023-08-12
ORD000789,Product SKU0033,7,5.93,Lazada,CUST0184,Credit Card,2023-10-13
ORD000790,Product SKU0016,4,9.2,Shopee,CUST0050,Wallet,2023-01-14
ORD000791,Product SKU0020,2,18.5,Shopee,CUST0171,Credit Card,2023-10-28
ORD000792,Product SKU0082,5,19.3,Shopee,CUST0173,Credit Card,2024-12-23
ORD000793,Product SKU0013,1,14.12,Shopee,CUST0151,Credit Card,2023-01-16
ORD000794,Product SKU0104,2,7.99,Shopify,CUST0088,Credit Card,2024-08-03
ORD000795,Product SKU0006,8,8.26,Lazada,CUST0140,Wallet,2023-12-26
ORD000796,Product SKU0071,3,16.23,Lazada,CUST0021,Wallet,2023-07-08
ORD000797,Product SKU0120,3,29.34,Lazada,CUST0025,Credit Card,2023-12-12
ORD000798,Product SKU0060,5,14.77,Shopee,CUST0193,Credit Card,2023-10-31
ORD000799,Product SKU0093,7,3.22,Shopify,CUST0154,COD,2023-09-21
ORD000800,Product SKU0121,2,14.09,Shopee,CUST0049,Credit Card,2023-10-25
ORD000801,Product SKU0002,4,11.96,Shopee,CUST0165,COD,2023-05-15
ORD000802,Product SKU0036,6,21.1,Shopee,CUST0012,Credit Card,2023-09-03
ORD000803,Product SKU0035,2,8.23,Shopee,CUST0100,COD,2024-07-06
ORD000804,Product SKU0096,6,13.75,Shopee,CUST0022,Wallet,2023-11-14
ORD000805,Product SKU0035,4,11.38,Shopify,CUST0002,COD,2023-02-20
ORD000806,Product SKU0019,8,25.81,Shopify,CUST0160,COD,2024-01-30
ORD000807,Product SKU0101,2,20.94,Lazada,CUST0070,Wallet,2024-06-13
ORD000808,Product SKU0006,6,11.11,Shopify,CUST0145,COD,2024-07-18
ORD000809,Product SKU0112,2,10.83,Shopee,CUST0070,Wallet,2024-03-18
ORD000810,Product SKU0114,7,11.34,Shopee,CUST0024,Credit Card,2023-01-22
ORD000811,Product SKU0112,2,11.38,Shopee,CUST0100,COD,2023-08-11
ORD000812,Product SKU0055,8,2.22,Shopee,CUST0093,Credit Card,2023-02-03
ORD000813,Product SKU0053,2,27.93,Shopify,CUST0183,Wallet,2024-08-09
ORD000814,Product SKU0078,5,11.36,Lazada,CUST0131,Wallet,2023-05-27
ORD000815,Product SKU0086,5,4.44,Lazada,CUST0081,Wallet,2024-11-12
ORD000816,Product SKU0104,6,21.93,Shopify,CUST0189,Credit Card,2023-04-28
ORD000817,Product SKU0033,6,16.77,Shopify,CUST0071,Credit Card,2023-02-16
ORD000818,Product SKU0092,5,15.89,Lazada,CUST0188,Credit Card,2023-09-04
ORD000819,Product SKU0099,3,3.48,Shopee,CUST0008,Credit Card,2024-10-17
ORD000820,Product SKU0057,7,19.36,Lazada,CUST0042,Credit Card,2024-04-15
ORD000821,Product SKU0127,2,22.54,Shopify,CUST0040,COD,2023-06-03
ORD000822,Product SKU0014,6,13.48,Shopee,CUST0002,Credit Card,2024-12-28
ORD000823,Product SKU0022,5,11.53,Lazada,CUST0089,Wallet,2023-03-02
ORD000824,Product SKU0105,7,19.85,Shopify,CUST0033,Credit Card,2024-04-03
ORD000825,Product SKU0047,3,23.32,Shopee,CUST0100,Wallet,2023-01-05
ORD000826,Product SKU0124,1,12.2,Lazada,CUST0199,COD,2023-03-07
ORD000827,Product SKU0085,1,13.18,Lazada,CUST0053,Credit Card,2023-07-29
ORD000828,Product SKU0019,8,7.78,Shopee,CUST0128,COD,2023-04-09
ORD000829,Product SKU0107,7,27.54,Lazada,CUST0014,Wallet,2023-04-11
ORD000830,Product SKU0048,5,6.98,Shopify,CUST0004,Wallet,2024-11-20
ORD000831,Product SKU0058,5,9.3,Shopee,CUST0172,Credit Card,2023-04-11
ORD000832,Product SKU0094,3,2.17,Lazada,CUST0170,Wallet,2024-06-13
ORD000833,Product SKU0062,3,14.7,Shopee,CUST0072,Wallet,2024-08-19
ORD000834,Product SKU0004,1,12.49,Lazada,CUST0160,COD,2024-01-20
ORD000835,Product SKU0044,5,8.71,Shopify,CUST0064,Wallet,2023-07-29
ORD000836,Product SKU0094,4,25.95,Shopee,CUST0037,Wallet,2024-07-13
ORD000837,Product SKU0037,8,6.67,Lazada,CUST0063,Wallet,2023-02-12
ORD000838,Product SKU0001,3,13.15,Lazada,CUST0006,Wallet,2024-05-10
ORD000839,Product SKU0050,7,10.98,Shopify,CUST0157,COD,2024-02-06
ORD000840,Product SKU0014,3,9.55,Shopee,CUST0144,Credit Card,2024-09-13
ORD000841,Product SKU0025,7,23.91,Lazada,CUST0118,COD,2023-09-19
ORD000842,Product SKU0009,4,3.05,Shopee,CUST0124,Wallet,2024-03-15
ORD000843,Product SKU0067,6,23.75,Shopee,CUST0080,Wallet,2024-10-16
ORD000844,Product SKU0081,2,14.35,Lazada,CUST0119,Credit Card,2024-07-05
ORD000845,Product SKU0124,2,26.5,Shopify,CUST0042,COD,2024-07-04
ORD000846,Product SKU0114,7,20.28,Shopify,CUST0189,Wallet,2023-06-04
ORD000847,Product SKU0034,3,11.64,Lazada,CUST0020,Credit Card,2024-04-01
ORD000848,Product SKU0110,2,8.88,Shopify,CUST0159,COD,2024-06-24
ORD000849,Product SKU0129,7,16.46,Shopee,CUST0173,Credit Card,2024-07-08
ORD000850,Product SKU0061,5,29.9,Shopee,CUST0087,Wallet,2023-04-01
ORD000851,Product SKU0044,4,12.0,Shopee,CUST0154,Credit Card,2024-09-30
ORD000852,Product SKU0082,1,8.82,Shopee,CUST0075,Wallet,2023-12-15
ORD000853,Product SKU0008,2,28.94,Shopee,CUST0098,Wallet,2024-11-21
ORD000854,Product SKU0048,1,23.33,Shopee,CUST0044,Credit Card,2023-04-19
ORD000855,Product SKU0069,5,22.55,Lazada,CUST0175,Credit Card,2024-01-04
ORD000856,Product SKU0088,2,5.12,Shopify,CUST0098,Credit Card,2023-04-19
ORD000857,Product SKU0043,2,12.08,Shopee,CUST0178,Wallet,2023-11-29
ORD000858,Product SKU0032,2,20.57,Shopee,CUST0031,COD,2024-08-24
ORD000859,Product SKU0051,7,19.12,Shopee,CUST0034,Wallet,2023-02-08
ORD000860,Product SKU0080,5,19.75,Lazada,CUST0169,Credit Card,2024-02-05
ORD000861,Product SKU0104,6,25.49,Shopify,CUST0115,Credit Card,2024-10-02
ORD000862,Product SKU0102,1,20.94,Lazada,CUST0052,COD,2024-04-16
ORD000863,Product SKU0061,2,21.26,Shopee,CUST0093,COD,2023-04-24
ORD000864,Product SKU0082,6,13.85,Lazada,CUST0145,COD,2023-12-20
ORD000865,Product SKU0112,5,3.63,Lazada,CUST0012,Wallet,2023-01-21
ORD000866,Product SKU0012,8,9.79,Shopee,CUST0016,COD,2024-07-21
ORD000867,Product SKU0080,3,22.17,Shopee,CUST0104,COD,2024-11-07
ORD000868,Product SKU0119,3,5.53,Shopee,CUST0059,COD,2023-02-10
ORD000869,Product SKU0006,7,9.06,Shopee,CUST0169,Credit Card,2023-09-30
ORD000870,Product SKU0091,5,13.08,Shopify,CUST0066,COD,2023-11-07
ORD000871,Product SKU0112,3,19.8,Shopee,CUST0053,COD,2024-09-06
ORD000872,Product SKU0020,6,14.21,Shopify,CUST0199,Credit Card,2024-07-09
ORD000873,Product SKU0109,4,17.09,Shopee,CUST0154,COD,2024-06-30
ORD000874,Product SKU0090,3,5.04,Shopee,CUST0076,COD,2024-03-22
ORD000875,Product SKU0014,7,27.94,Shopify,CUST0168,Credit Card,2023-08-23
ORD000876,Product SKU0015,7,22.76,Shopee,CUST0127,COD,2023-01-13
ORD000877,Product SKU0085,7,16.29,Shopify,CUST0094,Wallet,2024-11-02
ORD000878,Product SKU0043,8,23.99,Shopee,CUST0088,Credit Card,2024-04-22
ORD000879,Product SKU0082,6,8.37,Shopify,CUST0144,Credit Card,2024-09-04
ORD000880,Product SKU0050,1,27.78,Shopify,CUST0152,Credit Card,2023-05-30
ORD000881,Product SKU0067,4,3.74,Shopify,CUST0006,Credit Card,2024-10-11
ORD000882,Product SKU0076,5,15.15,Lazada,CUST0106,COD,2023-02-11
ORD000883,Product SKU0046,2,28.54,Shopify,CUST0019,Credit Card,2023-10-06
ORD000884,Product SKU0045,2,26.75,Shopee,CUST0068,COD,2024-06-28
ORD000885,Product SKU0111,8,2.16,Lazada,CUST0160,Wallet,2023-07-17
ORD000886,Product SKU0098,4,20.5,Lazada,CUST0093,COD,2024-07-02
ORD000887,Product SKU0080,3,3.51,Shopee,CUST0042,COD,2024-09-19
ORD000888,Product SKU0045,7,14.55,Shopify,CUST0093,Wallet,2024-05-12
ORD000889,Product SKU0085,3,25.07,Shopify,CUST0053,COD,2024-04-15
ORD000890,Product SKU0029,7,28.81,Shopee,CUST0037,Wallet,2023-09-15
ORD000891,Product SKU0108,1,16.52,Shopee,CUST0151,Credit Card,2024-07-09
ORD000892,Product SKU0090,2,29.68,Lazada,CUST0026,Credit Card,2023-04-07
ORD000893,Product SKU0123,7,7.58,Lazada,CUST0115,Credit Card,2024-11-20
ORD000894,Product SKU0060,5,29.4,Shopee,CUST0017,COD,2023-03-26
ORD000895,Product SKU0127,6,10.24,Lazada,CUST0034,COD,2024-04-28
ORD000896,Product SKU0104,8,6.69,Shopee,CUST0196,COD,2024-02-21
ORD000897,Product SKU0042,3,24.41,Shopee,CUST0005,Wallet,2023-10-14
ORD000898,Product SKU0114,4,19.64,Shopee,CUST0116,COD,2024-11-25
ORD000899,Product SKU0130,8,22.11,Shopify,CUST0084,COD,2023-04-22
ORD000900,Product SKU0073,1,19.39,Shopee,CUST0060,COD,2024-10-12
ORD000901,Product SKU0052,7,3.98,Lazada,CUST0021,Wallet,2024-08-06
ORD000902,Product SKU0065,6,4.42,Shopee,CUST0148,Wallet,2024-01-14
ORD000903,Product SKU0019,3,16.41,Shopee,CUST0127,COD,2024-10-20
ORD000904,Product SKU0125,4,29.97,Lazada,CUST0164,Credit Card,2024-09-21
ORD000905,Product SKU0122,7,22.86,Shopify,CUST0082,Wallet,2023-05-02
ORD000906,Product SKU0066,2,7.73,Shopify,CUST0126,Credit Card,2024-05-09
ORD000907,Product SKU0064,1,8.18,Lazada,CUST0032,Wallet,2023-07-02
ORD000908,Product SKU0126,8,21.12,Lazada,CUST0180,COD,2024-11-27
ORD000909,Product SKU0049,1,4.34,Lazada,CUST0166,Wallet,2023-04-06
ORD000910,Product SKU0032,5,6.93,Shopify,CUST0001,Wallet,2023-09-20
ORD000911,Product SKU0020,7,2.4,Shopee,CUST0143,COD,2023-04-17
ORD000912,Product SKU0071,4,27.36,Shopee,CUST0114,Wallet,2024-08-12
ORD000913,Product SKU0037,1,2.39,Shopify,CUST0106,Wallet,2024-04-24
ORD000914,Product SKU0061,6,25.9,Lazada,CUST0060,Credit Card,2024-01-29
ORD000915,Product SKU0026,1,25.39,Shopify,CUST0037,Wallet,2024-08-04
ORD000916,Product SKU0068,5,10.97,Lazada,CUST0006,Credit Card,2023-03-14
ORD000917,Product SKU0040,5,16.73,Lazada,CUST0117,Credit Card,2023-12-02
ORD000918,Product SKU0129,5,28.89,Lazada,CUST0199,Credit Card,2023-07-09
ORD000919,Product SKU0023,6,6.02,Shopee,CUST0099,Credit Card,2023-02-11
ORD000920,Product SKU0052,3,20.68,Shopify,CUST0053,Wallet,2023-01-28
ORD000921,Product SKU0117,4,25.16,Shopee,CUST0096,COD,2023-10-28
ORD000922,Product SKU0067,1,4.16,Shopify,CUST0033,Credit Card,2024-02-25
ORD000923,Product SKU0053,2,11.21,Lazada,CUST0161,Credit Card,2023-08-13
ORD000924,Product SKU0093,1,13.58,Shopee,CUST0063,COD,2023-09-29
ORD000925,Product SKU0092,1,2.95,Shopee,CUST0077,COD,2024-10-18
ORD000926,Product SKU0096,5,22.71,Shopee,CUST0067,COD,2024-12-11
ORD000927,Product SKU0074,5,17.65,Lazada,CUST0179,Wallet,2023-03-12
ORD000928,Product SKU0052,5,6.35,Lazada,CUST0192,Wallet,2023-05-22
ORD000929,Product SKU0043,8,7.97,Shopee,CUST0152,Wallet,2024-01-12
ORD000930,Product SKU0053,1,18.35,Lazada,CUST0020,Credit Card,2024-07-28
ORD000931,Product SKU0008,6,16.01,Shopee,CUST0142,Credit Card,2023-05-17
ORD000932,Product SKU0120,4,28.4,Shopee,CUST0148,COD,2024-08-19
ORD000933,Product SKU0099,3,7.43,Shopee,CUST0142,COD,2023-09-18
ORD000934,Product SKU0064,6,29.0,Lazada,CUST0005,Wallet,2024-11-26
ORD000935,Product SKU0024,6,26.72,Shopee,CUST0102,Credit Card,2023-11-07
ORD000936,Product SKU0066,2,19.87,Shopify,CUST0031,Wallet,2023-04-20
ORD000937,Product SKU0130,5,2.66,Shopify,CUST0081,COD,2023-02-27
ORD000938,Product SKU0097,2,29.34,Shopee,CUST0060,Credit Card,2023-12-30
ORD000939,Product SKU0094,1,15.47,Shopee,CUST0075,Credit Card,2023-10-24
ORD000940,Product SKU0049,4,4.6,Shopee,CUST0154,Wallet,2023-04-22
ORD000941,Product SKU0068,5,3.1,Shopify,CUST0153,COD,2023-02-25
ORD000942,Product SKU0023,4,7.66,Shopee,CUST0119,COD,2023-10-18
ORD000943,Product SKU0028,7,10.74,Lazada,CUST0005,Wallet,2024-06-29
ORD000944,Product SKU0070,5,21.43,Shopee,CUST0114,COD,2024-05-08
ORD000945,Product SKU0073,7,5.44,Lazada,CUST0042,Credit Card,2024-02-12
ORD000946,Product SKU0059,2,15.39,Lazada,CUST0182,COD,2023-09-01
ORD000947,Product SKU0030,1,26.64,Shopee,CUST0019,COD,2024-11-09
ORD000948,Product SKU0065,1,8.25,Lazada,CUST0051,COD,2023-06-29
ORD000949,Product SKU0008,8,22.86,Shopee,CUST0119,Credit Card,2023-07-14
ORD000950,Product SKU0104,5,4.38,Shopify,CUST0097,Credit Card,2024-06-04
ORD000951,Product SKU0063,3,29.79,Shopify,CUST0147,Wallet,2023-09-29
ORD000952,Product SKU0063,6,22.43,Shopee,CUST0155,Wallet,2024-11-17
ORD000953,Product SKU0074,8,20.2,Shopify,CUST0055,COD,2024-06-09
ORD000954,Product SKU0071,3,23.62,Shopee,CUST0108,Credit Card,2023-01-18
ORD000955,Product SKU0130,2,29.34,Shopify,CUST0090,COD,2023-03-31
ORD000956,Product SKU0121,5,12.21,Shopee,CUST0062,COD,2023-12-23
ORD000957,Product SKU0077,1,19.69,Shopee,CUST0037,Wallet,2023-05-12
ORD000958,Product SKU0046,8,10.93,Shopify,CUST0006,Credit Card,2023-11-23
ORD000959,Product SKU0028,5,13.43,Shopee,CUST0021,Credit Card,2023-04-14
ORD000960,Product SKU0010,4,3.6,Lazada,CUST0157,Credit Card,2023-04-18
ORD000961,Product SKU0122,4,18.25,Shopee,CUST0063,Wallet,2023-05-16
ORD000962,Product SKU0018,5,16.32,Lazada,CUST0184,COD,2023-09-06
ORD000963,Product SKU0118,6,28.6,Shopify,CUST0195,Credit Card,2024-08-19
ORD000964,Product SKU0054,2,11.48,Shopee,CUST0192,Credit Card,2024-12-07
ORD000965,Product SKU0047,6,7.29,Shopee,CUST0168,Wallet,2024-04-12
ORD000966,Product SKU0024,8,12.31,Shopee,CUST0086,COD,2023-11-13
ORD000967,Product SKU0105,6,4.09,Shopee,CUST0143,Credit Card,2024-08-24
ORD000968,Product SKU0085,6,6.38,Lazada,CUST0131,COD,2024-01-31
ORD000969,Product SKU0110,4,20.42,Lazada,CUST0056,Credit Card,2023-03-09
ORD000970,Product SKU0006,5,29.43,Shopify,CUST0012,Wallet,2023-12-01
ORD000971,Product SKU0109,3,12.0,Shopee,CUST0194,COD,2023-01-19
ORD000972,Product SKU0113,1,17.81,Shopee,CUST0166,Credit Card,2024-07-02
ORD000973,Product SKU0019,2,14.8,Lazada,CUST0006,Wallet,2023-04-27
ORD000974,Product SKU0048,6,16.02,Shopify,CUST0185,Credit Card,2024-07-04
ORD000975,Product SKU0123,1,7.08,Shopify,CUST0160,Credit Card,2023-06-28
ORD000976,Product SKU0089,1,27.76,Lazada,CUST0109,COD,2023-05-03
ORD000977,Product SKU0041,8,11.7,Shopify,CUST0078,Credit Card,2024-02-02
ORD000978,Product SKU0011,3,16.92,Shopify,CUST0010,Credit Card,2023-10-10
ORD000979,Product SKU0104,6,15.27,Shopee,CUST0148,Credit Card,2024-12-03
