order_id,order_datetime,channel,platform,payment_method,customer_id,subtotal_sgd,shipping_fee_sgd,gst_sgd,grand_total_sgd
ORD127002,2021-04-28 21:51,Lazada,Lazada,GrabPay,CUST104739,10.7,0,0.75,11.45
ORD127004,2021-04-28 12:18,Shopee,Shopee,ShopeePay,CUST101325,13,0,0.91,13.91
ORD127008,2021-04-28 15:54,Shopee,Shopee,ShopeePay,CUST104342,10.92,0,0.76,11.68
ORD127012,2021-04-28 14:40,Shopee,Shopee,PayNow,CUST101350,9.35,0,0.65,10
ORD127014,2021-04-28 18:05,Lazada,Lazada,Atome,CUST101077,30.82,3,2.37,36.19
ORD127018,2021-04-28 13:54,Lazada,Lazada,Atome,CUST103580,5.35,0,0.37,5.72
ORD127022,2021-04-28 19:23,Shopee,Shopee,PayNow,CUST101648,17.42,3,1.43,21.85
ORD127023,2021-04-28 10:30,Shopee,Shopee,Atome,CUST104962,25.44,3,1.99,30.43
ORD127026,2021-04-28 12:38,Shopee,Shopee,ShopeePay,CUST104135,25.08,0,1.76,26.84
ORD127029,2021-04-28 18:54,Shopee,Shopee,ShopeePay,CUST103218,9.48,3.9,0.94,14.32
ORD127030,2021-04-28 21:02,Lazada,Lazada,PayNow,CUST100714,1.28,0,0.09,1.37
ORD127035,2021-04-29 16:37,GrabMart,GrabMart,GrabPay,CUST104058,19.53,0,1.37,20.9
ORD127036,2021-04-29 13:41,Shopee,Shopee,ShopeePay,CUST103377,18.75,2.5,1.49,22.74
ORD127038,2021-04-29 18:01,Shopee,Shopee,Credit Card,CUST102585,31.43,3.9,2.47,37.8
ORD127044,2021-04-29 12:52,Shopee,Shopee,ShopeePay,CUST104799,54.58,0,3.82,58.4
ORD127048,2021-04-29 14:44,RedMart,RedMart,ShopeePay,CUST103522,1.12,2.5,0.25,3.87
ORD127055,2021-04-29 17:49,Shopee,Shopee,ShopeePay,CUST101129,10.7,0,0.75,11.45
ORD127056,2021-04-29 13:23,Shopee,Shopee,PayNow,CUST101549,1.18,3,0.29,4.47
ORD127058,2021-04-30 15:53,Shopee,Shopee,Credit Card,CUST101021,18.11,3,1.48,22.59
ORD127062,2021-04-30 20:15,Lazada,Lazada,PayNow,CUST100683,4.95,0,0.35,5.3
ORD127063,2021-04-30 15:08,Shopee,Shopee,PayNow,CUST102152,19.44,3,1.57,24.01
ORD127068,2021-04-30 10:09,Shopee,Shopee,GrabPay,CUST100491,14.15,2.5,1.17,17.82
ORD127070,2021-04-30 13:44,Website,Website,PayNow,CUST101595,26.8,3.9,2.15,32.85
ORD127073,2021-04-30 15:32,Lazada,Lazada,Credit Card,CUST103186,19.98,0,1.4,21.38
ORD127076,2021-04-30 14:26,Lazada,Lazada,Atome,CUST102637,2.94,3.9,0.48,7.32
ORD127077,2021-04-30 16:50,Lazada,Lazada,Credit Card,CUST102743,34.09,0,2.39,36.48
ORD127079,2021-04-30 18:26,Shopee,Shopee,Credit Card,CUST104455,74.45,3.9,5.48,83.83
ORD127085,2021-04-30 15:41,Shopee,Shopee,ShopeePay,CUST102443,10.87,3,0.97,14.84
ORD127092,2021-04-30 14:06,Shopee,Shopee,ShopeePay,CUST103985,10.46,0,0.73,11.19
ORD127093,2021-05-01 21:55,Lazada,Lazada,Credit Card,CUST100154,5,0,0.35,5.35
ORD127096,2021-05-01 09:47,Shopee,Shopee,Atome,CUST104371,3.09,0,0.22,3.31
ORD127097,2021-05-01 12:07,Shopee,Shopee,ShopeePay,CUST100735,23.26,0,1.63,24.89
ORD127098,2021-05-01 10:56,FairPrice_Online,FairPrice_Online,Atome,CUST100142,1.71,3.9,0.39,6
ORD127100,2021-05-01 15:05,Website,Website,Atome,CUST104965,6.16,3.9,0.7,10.76
ORD127101,2021-05-01 15:57,Shopee,Shopee,Credit Card,CUST104121,6.57,0,0.46,7.03
ORD127102,2021-05-01 12:21,Shopee,Shopee,PayNow,CUST102423,13.12,0,0.92,14.04
ORD127104,2021-05-01 16:13,Shopee,Shopee,Atome,CUST103549,1.73,0,0.12,1.85
ORD127106,2021-05-01 16:00,Shopee,Shopee,GrabPay,CUST102050,21.72,2.5,1.7,25.92
ORD127107,2021-05-01 15:39,Lazada,Lazada,ShopeePay,CUST102434,5.21,0,0.36,5.57
ORD127108,2021-05-01 10:54,Shopee,Shopee,Atome,CUST100459,5.62,0,0.39,6.01
ORD127109,2021-05-01 14:31,Website,Website,PayNow,CUST104882,14.81,3.9,1.31,20.02
ORD127110,2021-05-01 21:02,Website,Website,GrabPay,CUST101172,12.76,0,0.89,13.65
ORD127114,2021-05-01 09:48,Shopee,Shopee,GrabPay,CUST100352,3.54,0,0.25,3.79
ORD127116,2021-05-02 14:04,GrabMart,GrabMart,Credit Card,CUST104952,0.96,0,0.07,1.03
ORD127118,2021-05-02 10:27,Website,Website,ShopeePay,CUST100645,3.72,3.9,0.53,8.15
ORD127119,2021-05-02 15:23,Shopee,Shopee,Credit Card,CUST104933,23.08,2.5,1.79,27.37
ORD127120,2021-05-02 16:08,Shopee,Shopee,PayNow,CUST102757,18.63,3,1.51,23.14
ORD127123,2021-05-02 15:49,GrabMart,GrabMart,Atome,CUST102240,0.81,3,0.27,4.08
ORD127125,2021-05-02 09:06,Lazada,Lazada,Credit Card,CUST103106,2.94,3.9,0.48,7.32
ORD127126,2021-05-02 18:54,Lazada,Lazada,Atome,CUST100020,21.48,3.9,1.78,27.16
ORD127127,2021-05-02 15:37,Lazada,Lazada,PayNow,CUST102788,3.73,0,0.26,3.99
ORD127128,2021-05-02 16:10,Shopee,Shopee,Atome,CUST103863,11,3.9,1.04,15.94
ORD127130,2021-05-02 13:14,Lazada,Lazada,GrabPay,CUST101379,1.08,2.5,0.25,3.83
ORD127131,2021-05-02 10:25,Shopee,Shopee,ShopeePay,CUST102215,3.02,3,0.42,6.44
ORD127133,2021-05-02 14:39,Lazada,Lazada,ShopeePay,CUST103187,3.59,3,0.46,7.05
ORD127134,2021-05-02 20:52,Website,Website,GrabPay,CUST100262,38.28,3.9,2.95,45.13
ORD127135,2021-05-02 18:08,Shopee,Shopee,GrabPay,CUST102232,31.75,0,2.22,33.97
ORD127136,2021-05-02 15:11,Lazada,Lazada,Atome,CUST104352,39.95,0,2.8,42.75
ORD127139,2021-05-02 14:03,Lazada,Lazada,Credit Card,CUST101663,1.92,0,0.13,2.05
ORD127140,2021-05-02 10:48,Lazada,Lazada,PayNow,CUST102728,7.48,0,0.52,8
ORD127141,2021-05-02 11:33,Shopee,Shopee,Atome,CUST103810,5.4,0,0.38,5.78
ORD127142,2021-05-02 12:39,GrabMart,GrabMart,Atome,CUST102638,4.32,0,0.3,4.62
ORD127144,2021-05-02 13:15,Website,Website,Atome,CUST104131,37.44,3.9,2.89,44.23
ORD127145,2021-05-02 13:12,Shopee,Shopee,Atome,CUST101216,9.19,2.5,0.82,12.51
ORD127147,2021-05-02 19:55,Shopee,Shopee,PayNow,CUST104209,10.7,3.9,1.02,15.62
ORD127148,2021-05-02 13:51,Lazada,Lazada,GrabPay,CUST103130,11.02,2.5,0.95,14.47
ORD127149,2021-05-03 21:37,Shopee,Shopee,ShopeePay,CUST100317,1.28,3.9,0.36,5.54
ORD127152,2021-05-03 16:56,Lazada,Lazada,Credit Card,CUST103973,5,0,0.35,5.35
ORD127154,2021-05-03 15:23,Website,Website,Credit Card,CUST103971,27.34,0,1.91,29.25
ORD127156,2021-05-03 15:59,Lazada,Lazada,ShopeePay,CUST102356,3,0,0.21,3.21
ORD127157,2021-05-03 10:46,Shopee,Shopee,PayNow,CUST100129,10.64,0,0.74,11.38
ORD127162,2021-05-03 11:23,Lazada,Lazada,PayNow,CUST100091,6.53,0,0.46,6.99
ORD127164,2021-05-03 13:12,Lazada,Lazada,Credit Card,CUST102779,1.76,3.9,0.4,6.06
ORD127167,2021-05-03 17:55,Website,Website,GrabPay,CUST103759,11.18,3.9,1.06,16.14
ORD127170,2021-05-03 18:21,Lazada,Lazada,GrabPay,CUST102945,4.92,0,0.34,5.26
ORD127171,2021-05-03 20:02,RedMart,RedMart,Credit Card,CUST104069,3.34,0,0.23,3.57
ORD127174,2021-05-04 18:50,Shopee,Shopee,Atome,CUST100464,12.76,3.9,1.17,17.83
ORD127177,2021-05-04 16:03,Lazada,Lazada,GrabPay,CUST103523,38.52,0,2.7,41.22
ORD127178,2021-05-04 09:09,Shopee,Shopee,GrabPay,CUST104736,6.16,2.5,0.61,9.27
ORD127179,2021-05-04 16:01,Shopee,Shopee,PayNow,CUST103475,5.94,3,0.63,9.57
ORD127180,2021-05-04 20:04,Lazada,Lazada,PayNow,CUST101222,15,0,1.05,16.05
ORD127184,2021-05-04 10:34,Shopee,Shopee,PayNow,CUST103089,5.93,3.9,0.69,10.52
ORD127185,2021-05-04 09:37,Shopee,Shopee,Atome,CUST103096,4.28,0,0.3,4.58
ORD127188,2021-05-04 16:06,Website,Website,GrabPay,CUST100616,0.81,0,0.06,0.87
ORD127192,2021-05-04 18:21,Shopee,Shopee,Atome,CUST104363,4.86,3.9,0.61,9.37
ORD127193,2021-05-04 18:26,Shopee,Shopee,ShopeePay,CUST103268,5,3.9,0.62,9.52
ORD127195,2021-05-04 20:14,Shopee,Shopee,PayNow,CUST102303,10.17,2.5,0.89,13.56
ORD127198,2021-05-04 09:30,Shopee,Shopee,GrabPay,CUST104546,5.35,2.5,0.55,8.4
ORD127200,2021-05-04 16:33,Website,Website,ShopeePay,CUST101449,6.68,0,0.47,7.15
ORD127201,2021-05-04 13:24,Shopee,Shopee,GrabPay,CUST101338,34.3,0,2.4,36.7
ORD127202,2021-05-04 10:16,Shopee,Shopee,PayNow,CUST102813,21.03,3.9,1.75,26.68
ORD127206,2021-05-05 13:21,Lazada,Lazada,PayNow,CUST103429,25.37,0,1.78,27.15
ORD127208,2021-05-05 18:45,GrabMart,GrabMart,GrabPay,CUST102191,12.12,3.9,1.12,17.14
ORD127209,2021-05-05 18:28,Website,Website,GrabPay,CUST102534,5.89,3,0.62,9.51
ORD127210,2021-05-05 15:35,Lazada,Lazada,PayNow,CUST103235,14.58,0,1.02,15.6
ORD127211,2021-05-05 19:26,Website,Website,GrabPay,CUST104078,8.59,0,0.6,9.19
ORD127212,2021-05-05 13:03,Shopee,Shopee,PayNow,CUST101052,2.8,2.5,0.37,5.67
ORD127216,2021-05-05 09:58,Lazada,Lazada,PayNow,CUST101468,39.55,3,2.98,45.53
ORD127219,2021-05-05 15:12,Website,Website,Atome,CUST102650,16.53,0,1.16,17.69
ORD127220,2021-05-05 18:24,Shopee,Shopee,Atome,CUST100911,5.25,2.5,0.54,8.29
ORD127221,2021-05-05 20:14,FairPrice_Online,FairPrice_Online,Credit Card,CUST102025,2.48,0,0.17,2.65
ORD127222,2021-05-05 12:03,Website,Website,Credit Card,CUST100848,8.14,3,0.78,11.92
ORD127223,2021-05-05 12:49,RedMart,RedMart,ShopeePay,CUST100194,15.85,0,1.11,16.96
ORD127227,2021-05-05 18:53,GrabMart,GrabMart,ShopeePay,CUST100027,30.52,3.9,2.41,36.83
ORD127229,2021-05-05 10:34,Lazada,Lazada,Credit Card,CUST102105,13.44,0,0.94,14.38
ORD127230,2021-05-05 18:21,Shopee,Shopee,ShopeePay,CUST104757,9.21,0,0.64,9.85
ORD127231,2021-05-05 13:43,Shopee,Shopee,ShopeePay,CUST102944,7.25,0,0.51,7.76
ORD127232,2021-05-05 12:35,Shopee,Shopee,PayNow,CUST101159,12.76,0,0.89,13.65
ORD127234,2021-05-06 20:45,FairPrice_Online,FairPrice_Online,PayNow,CUST101421,1.18,0,0.08,1.26
ORD127235,2021-05-06 17:51,Shopee,Shopee,Atome,CUST104622,18.99,2.5,1.5,22.99
ORD127237,2021-05-06 14:57,Shopee,Shopee,ShopeePay,CUST101887,12.7,0,0.89,13.59
ORD127238,2021-05-06 17:23,Lazada,Lazada,GrabPay,CUST101491,11.55,0,0.81,12.36
ORD127239,2021-05-06 16:21,Shopee,Shopee,PayNow,CUST101009,3.8,0,0.27,4.07
ORD127240,2021-05-06 13:39,Shopee,Shopee,ShopeePay,CUST100403,15,3,1.26,19.26
ORD127242,2021-05-06 18:45,Lazada,Lazada,ShopeePay,CUST104692,6.14,0,0.43,6.57
ORD127244,2021-05-06 20:05,Lazada,Lazada,ShopeePay,CUST103963,1.62,2.5,0.29,4.41
ORD127246,2021-05-06 18:31,Website,Website,Credit Card,CUST103727,3.02,0,0.21,3.23
ORD127247,2021-05-06 11:31,Website,Website,PayNow,CUST100914,18.72,3,1.52,23.24
ORD127248,2021-05-06 17:15,Shopee,Shopee,PayNow,CUST104030,10.7,0,0.75,11.45
ORD127249,2021-05-06 09:32,Lazada,Lazada,PayNow,CUST103767,8.85,0,0.62,9.47
ORD127252,2021-05-06 21:31,Shopee,Shopee,ShopeePay,CUST102851,16.96,0,1.19,18.15
ORD127253,2021-05-06 12:29,Lazada,Lazada,PayNow,CUST101991,26.8,0,1.88,28.68
ORD127256,2021-05-06 16:31,Shopee,Shopee,ShopeePay,CUST104991,33.48,0,2.34,35.82
ORD127257,2021-05-06 19:14,Shopee,Shopee,GrabPay,CUST103340,6.35,0,0.44,6.79
ORD127259,2021-05-06 10:44,Lazada,Lazada,Credit Card,CUST103665,5,3,0.56,8.56
ORD127267,2021-05-07 15:39,Shopee,Shopee,Atome,CUST101911,21.1,3.9,1.75,26.75
ORD127268,2021-05-07 19:03,Shopee,Shopee,Atome,CUST100136,15.75,3,1.31,20.06
ORD127269,2021-05-07 19:52,Lazada,Lazada,Credit Card,CUST100666,27.39,0,1.92,29.31
ORD127271,2021-05-07 16:18,Shopee,Shopee,Credit Card,CUST101094,9.36,3.9,0.93,14.19
ORD127273,2021-05-07 09:46,Lazada,Lazada,Atome,CUST102868,15.24,3,1.28,19.52
ORD127278,2021-05-07 11:00,Lazada,Lazada,ShopeePay,CUST103939,2,3.9,0.41,6.31
ORD127283,2021-05-07 18:46,Website,Website,PayNow,CUST101828,39.51,0,2.77,42.28
ORD127284,2021-05-07 20:40,Lazada,Lazada,Credit Card,CUST101066,8.35,0,0.58,8.93
ORD127285,2021-05-07 10:04,Lazada,Lazada,ShopeePay,CUST104189,7.3,3.9,0.78,11.98
ORD127286,2021-05-08 12:28,Shopee,Shopee,ShopeePay,CUST104256,38.89,0,2.72,41.61
ORD127290,2021-05-08 21:59,GrabMart,GrabMart,GrabPay,CUST102403,14.1,3,1.2,18.3
ORD127293,2021-05-08 17:39,Website,Website,PayNow,CUST103132,12.94,3,1.12,17.06
ORD127294,2021-05-08 19:25,Shopee,Shopee,Credit Card,CUST101221,11.82,3.9,1.1,16.82
ORD127298,2021-05-08 10:13,Lazada,Lazada,Credit Card,CUST103511,13.12,0,0.92,14.04
ORD127303,2021-05-08 17:19,Website,Website,PayNow,CUST102155,54.74,3,4.04,61.78
ORD127306,2021-05-08 17:04,Lazada,Lazada,Atome,CUST102452,9.79,2.5,0.86,13.15
ORD127307,2021-05-08 09:55,Website,Website,Credit Card,CUST100753,4.19,0,0.29,4.48
ORD127308,2021-05-08 16:24,Website,Website,GrabPay,CUST102387,24.1,3,1.9,29
ORD127311,2021-05-08 16:40,Lazada,Lazada,GrabPay,CUST101960,7.44,3,0.73,11.17
ORD127314,2021-05-08 21:18,Shopee,Shopee,Credit Card,CUST104142,0.54,0,0.04,0.58
ORD127316,2021-05-08 15:57,Shopee,Shopee,PayNow,GUEST1048,20.69,0,1.45,22.14
ORD127317,2021-05-09 11:02,FairPrice_Online,FairPrice_Online,GrabPay,CUST100693,12.15,0,0.85,13
ORD127318,2021-05-09 15:50,Lazada,Lazada,ShopeePay,CUST102560,22.69,3.9,1.86,28.45
ORD127319,2021-05-09 18:49,Website,Website,PayNow,CUST100862,18.88,0,1.32,20.2
ORD127322,2021-05-09 10:15,Website,Website,PayNow,CUST101105,9.36,3,0.87,13.23
ORD127324,2021-05-09 13:48,Shopee,Shopee,Credit Card,CUST103749,6.77,3,0.68,10.45
ORD127325,2021-05-09 12:02,Shopee,Shopee,GrabPay,CUST103759,24.68,0,1.73,26.41
ORD127326,2021-05-09 21:10,Shopee,Shopee,Atome,CUST102972,42.86,2.5,3.18,48.54
ORD127327,2021-05-09 18:09,FairPrice_Online,FairPrice_Online,ShopeePay,CUST101595,12.5,0,0.88,13.38
ORD127329,2021-05-09 13:15,Shopee,Shopee,Credit Card,CUST100602,23.53,3,1.86,28.39
ORD127330,2021-05-09 14:44,Lazada,Lazada,Atome,CUST102305,12.64,0,0.88,13.52
ORD127331,2021-05-09 14:58,Website,Website,GrabPay,CUST100556,2.94,0,0.21,3.15
ORD127332,2021-05-09 19:36,FairPrice_Online,FairPrice_Online,Atome,CUST103265,6.5,3.9,0.73,11.13
ORD127333,2021-05-09 20:09,Website,Website,ShopeePay,CUST100735,19.95,0,1.4,21.35
ORD127335,2021-05-09 19:29,Lazada,Lazada,Credit Card,CUST100834,27.3,0,1.91,29.21
ORD127336,2021-05-09 20:58,Shopee,Shopee,GrabPay,CUST103129,2.14,3,0.36,5.5
ORD127337,2021-05-09 10:26,GrabMart,GrabMart,ShopeePay,CUST100616,65.89,0,4.61,70.5
ORD127338,2021-05-10 13:11,Shopee,Shopee,PayNow,CUST101608,11.55,3.9,1.08,16.53
ORD127339,2021-05-10 10:29,Shopee,Shopee,Credit Card,CUST104775,5.35,2.5,0.55,8.4
ORD127341,2021-05-10 15:27,Shopee,Shopee,GrabPay,CUST104628,1.12,0,0.08,1.2
ORD127344,2021-05-10 10:02,Shopee,Shopee,ShopeePay,CUST104744,13.36,2.5,1.11,16.97
ORD127345,2021-05-10 16:28,Lazada,Lazada,Atome,CUST101090,28.08,0,1.97,30.05
ORD127346,2021-05-10 18:42,Lazada,Lazada,Credit Card,CUST102280,7.86,0,0.55,8.41
ORD127348,2021-05-10 09:44,Lazada,Lazada,PayNow,CUST104932,23.76,3,1.87,28.63
ORD127350,2021-05-10 12:26,Lazada,Lazada,PayNow,CUST102010,13,3,1.12,17.12
ORD127353,2021-05-10 13:04,Lazada,Lazada,Atome,CUST101649,14.29,2.5,1.18,17.97
ORD127354,2021-05-10 17:54,Shopee,Shopee,PayNow,CUST100604,15.75,0,1.1,16.85
ORD127355,2021-05-10 09:54,Shopee,Shopee,Atome,CUST100246,22.29,0,1.56,23.85
ORD127356,2021-05-10 13:22,Lazada,Lazada,ShopeePay,CUST104871,5.5,2.5,0.56,8.56
ORD127357,2021-05-10 16:09,Shopee,Shopee,Credit Card,CUST101274,4.86,0,0.34,5.2
ORD127359,2021-05-11 10:46,Website,Website,GrabPay,CUST103642,6.18,0,0.43,6.61
ORD127360,2021-05-11 13:13,Shopee,Shopee,PayNow,CUST104785,25.38,0,1.78,27.16
ORD127361,2021-05-11 17:09,RedMart,RedMart,Atome,CUST102661,30.5,2.5,2.31,35.31
ORD127362,2021-05-11 17:57,FairPrice_Online,FairPrice_Online,ShopeePay,CUST103320,10.86,2.5,0.94,14.3
ORD127364,2021-05-11 12:01,Shopee,Shopee,ShopeePay,CUST104003,6.52,3,0.67,10.19
ORD127365,2021-05-11 18:43,FairPrice_Online,FairPrice_Online,Atome,CUST100877,1.99,0,0.14,2.13
ORD127367,2021-05-11 14:05,Lazada,Lazada,GrabPay,CUST103543,10.78,2.5,0.93,14.21
ORD127370,2021-05-11 13:02,Website,Website,Credit Card,CUST103348,17.68,0,1.24,18.92
ORD127372,2021-05-11 17:56,Shopee,Shopee,Atome,CUST104787,4.86,0,0.34,5.2
ORD127373,2021-05-11 18:39,Shopee,Shopee,Credit Card,CUST101484,34.02,3,2.59,39.61
ORD127374,2021-05-11 21:18,Website,Website,Credit Card,CUST102486,3.16,0,0.22,3.38
ORD127377,2021-05-11 20:16,GrabMart,GrabMart,ShopeePay,CUST103103,24.3,0,1.7,26
ORD127378,2021-05-11 11:23,RedMart,RedMart,ShopeePay,CUST101208,1.08,3.9,0.35,5.33
ORD127381,2021-05-11 20:30,Shopee,Shopee,GrabPay,CUST102137,12.7,3,1.1,16.8
ORD127384,2021-05-11 15:39,Shopee,Shopee,ShopeePay,CUST103340,10.7,0,0.75,11.45
ORD127385,2021-05-11 15:12,Shopee,Shopee,ShopeePay,CUST104186,20.59,0,1.44,22.03
ORD127391,2021-05-12 21:19,Shopee,Shopee,GrabPay,CUST101226,46.66,0,3.27,49.93
ORD127392,2021-05-12 17:10,Lazada,Lazada,ShopeePay,CUST102505,6.38,0,0.45,6.83
ORD127393,2021-05-12 21:50,FairPrice_Online,FairPrice_Online,PayNow,CUST102095,7.25,3.9,0.78,11.93
ORD127394,2021-05-12 14:04,GrabMart,GrabMart,PayNow,CUST103461,9.63,3,0.88,13.51
ORD127395,2021-05-12 21:35,Website,Website,PayNow,CUST101454,11.02,2.5,0.95,14.47
ORD127396,2021-05-12 21:19,Website,Website,Credit Card,GUEST1065,5,2.5,0.53,8.03
ORD127397,2021-05-12 12:50,Shopee,Shopee,PayNow,CUST103192,13.17,0,0.92,14.09
ORD127398,2021-05-12 17:42,Lazada,Lazada,Credit Card,CUST100906,40.11,3,3.02,46.13
ORD127400,2021-05-12 16:25,Shopee,Shopee,PayNow,CUST104867,8.99,0,0.63,9.62
ORD127402,2021-05-12 13:09,Shopee,Shopee,Credit Card,CUST103171,13.12,2.5,1.09,16.71
ORD127405,2021-05-12 11:16,Website,Website,GrabPay,CUST104028,1.76,3.9,0.4,6.06
ORD127407,2021-05-12 10:56,Lazada,Lazada,GrabPay,CUST100802,27.36,0,1.92,29.28
ORD127410,2021-05-12 15:12,Lazada,Lazada,PayNow,CUST103221,5.93,3,0.63,9.56
ORD127412,2021-05-12 15:18,Shopee,Shopee,Atome,CUST104637,4.28,0,0.3,4.58
ORD127413,2021-05-12 13:23,Shopee,Shopee,Credit Card,CUST101403,16.28,0,1.14,17.42
ORD127415,2021-05-12 14:57,Website,Website,Atome,CUST100475,1.71,3.9,0.39,6
ORD127416,2021-05-12 21:03,Shopee,Shopee,Atome,CUST100710,10.32,0,0.72,11.04
ORD127417,2021-05-12 12:42,Shopee,Shopee,ShopeePay,CUST102452,9.56,0,0.67,10.23
ORD127418,2021-05-12 09:33,Lazada,Lazada,Atome,CUST100001,5,0,0.35,5.35
ORD127420,2021-05-13 21:34,Shopee,Shopee,Atome,CUST101628,1.73,3,0.33,5.06
ORD127421,2021-05-13 14:49,Lazada,Lazada,Credit Card,CUST102272,59.87,0,4.19,64.06
ORD127422,2021-05-13 15:04,Lazada,Lazada,ShopeePay,CUST101864,8.54,0,0.6,9.14
ORD127423,2021-05-13 19:35,Website,Website,Atome,CUST100348,20.18,2.5,1.59,24.27
ORD127425,2021-05-13 10:49,Shopee,Shopee,GrabPay,CUST104611,18.16,0,1.27,19.43
ORD127426,2021-05-13 17:50,Shopee,Shopee,GrabPay,CUST101739,13.4,0,0.94,14.34
ORD127427,2021-05-13 12:58,Shopee,Shopee,ShopeePay,CUST101208,31.96,0,2.24,34.2
ORD127430,2021-05-13 21:16,Shopee,Shopee,Atome,CUST103287,11.92,0,0.83,12.75
ORD127431,2021-05-13 13:49,Lazada,Lazada,PayNow,CUST100595,6.06,0,0.42,6.48
ORD127435,2021-05-13 13:36,Lazada,Lazada,GrabPay,CUST102422,2,2.5,0.32,4.82
ORD127436,2021-05-13 14:22,Shopee,Shopee,Credit Card,CUST103344,39,3.9,3,45.9
ORD127437,2021-05-13 13:51,Shopee,Shopee,PayNow,CUST104219,1.08,3,0.29,4.37
ORD127439,2021-05-13 11:25,Shopee,Shopee,ShopeePay,CUST100813,5.51,0,0.39,5.9
ORD127440,2021-05-13 11:05,Lazada,Lazada,GrabPay,CUST102055,15.08,3.9,1.33,20.31
ORD127441,2021-05-13 10:28,Shopee,Shopee,PayNow,CUST102132,8.09,3.9,0.84,12.83
ORD127442,2021-05-13 15:15,Shopee,Shopee,GrabPay,CUST102000,25.24,3.9,2.04,31.18
ORD127446,2021-05-14 18:01,Website,Website,Atome,CUST101677,9.83,2.5,0.86,13.19
ORD127447,2021-05-14 12:30,FairPrice_Online,FairPrice_Online,Atome,CUST104949,15.5,3.9,1.36,20.76
ORD127448,2021-05-14 13:07,Shopee,Shopee,ShopeePay,CUST102009,20.76,0,1.45,22.21
ORD127449,2021-05-14 20:43,Lazada,Lazada,Atome,CUST101955,2.84,0,0.2,3.04
ORD127450,2021-05-14 21:32,Shopee,Shopee,PayNow,CUST102567,6,0,0.42,6.42
ORD127451,2021-05-14 19:45,Website,Website,ShopeePay,CUST100399,11.76,0,0.82,12.58
ORD127458,2021-05-14 11:27,Website,Website,GrabPay,CUST104784,21.76,3.9,1.8,27.46
ORD127459,2021-05-14 09:40,Shopee,Shopee,Atome,CUST103470,17.44,3,1.43,21.87
ORD127460,2021-05-14 15:51,Shopee,Shopee,Credit Card,CUST103598,12.35,0,0.86,13.21
ORD127461,2021-05-14 09:28,Website,Website,ShopeePay,CUST100832,15.25,0,1.07,16.32
ORD127462,2021-05-14 16:36,Website,Website,Atome,CUST101846,4.42,3.9,0.58,8.9
ORD127463,2021-05-14 16:16,Lazada,Lazada,Credit Card,CUST103591,19.74,3,1.59,24.33
ORD127464,2021-05-14 15:42,GrabMart,GrabMart,PayNow,CUST102031,11.24,0,0.79,12.03
ORD127465,2021-05-14 09:16,Lazada,Lazada,ShopeePay,CUST100247,4.86,0,0.34,5.2
ORD127466,2021-05-15 21:58,Shopee,Shopee,GrabPay,CUST100087,5.25,0,0.37,5.62
ORD127467,2021-05-15 17:24,Lazada,Lazada,Atome,CUST100436,29.17,3,2.25,34.42
ORD127468,2021-05-15 21:26,Website,Website,Credit Card,GUEST1050,12.76,3.9,1.17,17.83
ORD127470,2021-05-15 13:00,Lazada,Lazada,GrabPay,CUST100681,27.58,0,1.93,29.51
ORD127471,2021-05-15 21:42,Lazada,Lazada,GrabPay,CUST103684,5.51,3.9,0.66,10.07
ORD127472,2021-05-15 19:39,Shopee,Shopee,Credit Card,CUST103590,5.51,3.9,0.66,10.07
ORD127476,2021-05-15 14:41,Lazada,Lazada,PayNow,CUST100495,23.62,0,1.65,25.27
ORD127477,2021-05-15 14:41,Lazada,Lazada,PayNow,CUST104664,9.24,0,0.65,9.89
ORD127478,2021-05-15 15:49,Shopee,Shopee,Credit Card,CUST101093,26,0,1.82,27.82
ORD127479,2021-05-15 13:23,Shopee,Shopee,PayNow,CUST100529,55.79,3,4.12,62.91
ORD127480,2021-05-15 16:24,Shopee,Shopee,PayNow,CUST103992,47.92,3,3.56,54.48
ORD127481,2021-05-15 09:42,GrabMart,GrabMart,PayNow,CUST101408,3.48,0,0.24,3.72
ORD127482,2021-05-15 20:44,Shopee,Shopee,ShopeePay,CUST102148,11.76,3,1.03,15.79
ORD127483,2021-05-15 11:24,Lazada,Lazada,GrabPay,CUST100051,43.79,0,3.07,46.86
ORD127485,2021-05-15 17:18,Lazada,Lazada,GrabPay,CUST103444,2.24,2.5,0.33,5.07
ORD127488,2021-05-15 18:30,Shopee,Shopee,Credit Card,CUST101382,9.51,3,0.88,13.39
ORD127489,2021-05-15 12:18,Shopee,Shopee,PayNow,CUST100667,2.48,0,0.17,2.65
ORD127491,2021-05-15 14:17,Lazada,Lazada,GrabPay,CUST102034,64.4,0,4.51,68.91
ORD127492,2021-05-15 17:18,Shopee,Shopee,GrabPay,CUST100517,8,2.5,0.74,11.24
ORD127493,2021-05-16 20:41,Lazada,Lazada,Atome,CUST101032,30.16,0,2.11,32.27
ORD127495,2021-05-16 18:16,GrabMart,GrabMart,PayNow,CUST104632,14.74,3.9,1.3,19.94
ORD127496,2021-05-16 21:10,Website,Website,Credit Card,CUST103990,15.56,2.5,1.26,19.32
ORD127498,2021-05-16 16:47,Shopee,Shopee,Atome,CUST102595,6.16,3.9,0.7,10.76
